source,target
"The pro-European government of Moldova is to blame as the socialist mayor of Chisinau expensive public transport","Republic of Moldova"
"If the Republic of Moldova will leave the CIS, it will have no place to sell its products","Republic of Moldova"
"Moldova is pushed to war with Russia and the Union with Romania","Republic of Moldova"
"The West pushes the Republic of Moldova to war with Transnistria and Russia","Republic of Moldova"
"Maia Sandu closes universities and schools with teaching in Russian","Republic of Moldova"
"Chisinau wants to denounce the fire termination agreement in Transnistria","Republic of Moldova"
"The Soviet regime did not organize the hunger in Bessarabia","Republic of Moldova"
"Chisinau has requested the support of Romania to defend itself from Russia, and this will lead to the annexation of Moldova","Republic of Moldova"
"If the Republic of Moldova had been part of Romania, it was a underdeveloped region, with a population of illiterates covered to the Romans","Republic of Moldova"
"Maia Sandu is preparing a coup against her own government","Republic of Moldova"
"The Chisinau government has set up a dictatorial regime fighting the free press","Republic of Moldova"
"Poverty brought by Maia Sandu government forces people to warm up with balegar","Republic of Moldova"
"Television closed in Moldova for promoting \""traditional family values\""","Republic of Moldova"
"Romania obliges Ukraine and Moldova to prohibit the Moldovan language","Republic of Moldova"
"Moldova wants to enter the EU through NATO","Republic of Moldova"
"The EU and Romania prepare in Transnistria a scenario as in Nagorno Karabah","Republic of Moldova"
"The EU wants to expand to capture territory at the expense of Russia","Republic of Moldova"
"Moldovan infrastructure, developed for Ukraine","Republic of Moldova"
"EU leaders rejecting a future expansion of the community block","Republic of Moldova"
"Maia Sandu closes schools because the West wants cheap work","Republic of Moldova"
"The Chisinau government has linked its fate to Ukraine","Republic of Moldova"
"Today's emigration from Moldova is similar to Stalinist deportations","Republic of Moldova"
"Forced by the West to give up CSI, Chisinau destroys its economy","Republic of Moldova"
"Moldova is waiting for the dictatorship with the blessing of the West","Republic of Moldova"
"In order to join the EU, the Republic of Moldova must send soldiers to the Ukraine war","Republic of Moldova"
"Attack at Chisinau Airport, a consequence of CSI Distance","Republic of Moldova"
"Maia Sandu established a dictatorial regime similar to that of Plahotniuc","Republic of Moldova"
"Moldova becomes a bridgehead for military actions against Russia","Republic of Moldova"
"In Moldova we want the amendment of Russian speakers","Republic of Moldova"
"Removing the SOR Party Apart from the Law to Usurpare Power in the State","Republic of Moldova"
"The West forces Moldova to follow the path of Ukraine","Republic of Moldova"
"CPE summit, organized to create an anti-Russian coalition","Republic of Moldova"
"In the Republic of Moldova there is no Russian propaganda","Republic of Moldova"
"The EU wants to push Moldova to a confrontation with Russia","Republic of Moldova"
"Russia is not involved in the internal affairs of Moldova","Republic of Moldova"
"Moldova leaves the CIS at the West indication","Republic of Moldova"
"Kiev and Chisinaul agreed to liquidate Transnistria","Republic of Moldova"
"Moldova accepts the attack of Transnistria for Ukraine to take Russian ammunition from there","Republic of Moldova"
"Romanism is a form of aggression against Russia","Republic of Moldova"
"Approaching the EU throws Moldova into poverty","Republic of Moldova"
"If he wants in the EU, Moldova must adhere to NATO","Republic of Moldova"
"The Republic of Moldova is preparing one million reservists to attack Transnistria","Republic of Moldova"
"The Chisinau government stole a billion euros from the financial aid offered by the EU","Republic of Moldova"
"Chisinaul promotes antirusa hysteria","Republic of Moldova"
"Western diplomats are preparing the entry of Moldova into the war","Republic of Moldova"
"Increases the number of Moldovans that give Right to Russia in the Ukraine War","Republic of Moldova"
"The government in Chisinau wants to eliminate the Moldovan language because it prepares the Union with Romania","Republic of Moldova"
"Romania massages troops at the border with Moldova and in Chisinau, even if it denies this","Republic of Moldova"
"Chisinau government prohibits Russian press at the West indication","Republic of Moldova"
"Maia Sandu dismissed Natalia Gavrilita to purify the opposition and strengthen her authoritarian and anti-Russian regime","Republic of Moldova"
"Abandoned by their own government, Ukrainian refugees are also poorly treated by the Republic of Moldova","Republic of Moldova"
"While the Ukrainians stay in the cold and darkness, Kiev sells electricity to the Republic of Moldova","Republic of Moldova"
"The government in Chisinau wants to force the entry of the Republic of Moldova to NATO","Republic of Moldova"
"Chisinaul negotiates with Kiev an exchange of territories offers a military deposit in Transnistria instead of a part of the Odessa region","Republic of Moldova"
"The United States is preparing to attack Transnistria","Republic of Moldova"
"Romanian consumers will no longer be able to buy energy from Hidroelectrica and Nuclearelectrica because it will be the date of Moldova","Republic of Moldova"
"The Republic of Moldova is led by a Russian dictatorial regime","Republic of Moldova"
"The Republic of Moldova wants an exchange of territories with Ukraine","Republic of Moldova"
"The EU abandoned the Republic of Moldova, and Romania doubled its price for electricity","Republic of Moldova"
"Moldova closes schools to buy weapons from the West","Republic of Moldova"
"Chisinau authorities threaten the autonomy of Gagauzia","Republic of Moldova"
"The Russian military presence in Transnistria is the \""foundation stone\"" of security throughout the region","Republic of Moldova"
"The United States has entered Ukraine since 2014 to push the war against Russia","propaganda"
"15 million Ukrainians have close ties with Russia, and Ukrainian nationalists use Russian as human shields.","propaganda"
"Russia has discovered nationalist concentration camps in eastern Ukraine","propaganda"
"Ukraine wants to prolong the war and uses citizens as human shields, while Russia protects Ukrainian civilians","propaganda"
"Ukrainian forces destroyed the city of Mariupol","propaganda"
"Mines located by Ukraine can blow up the Black Sea, causing a cataclysm","propaganda"
"UN supports genocide directed against Ukraine Russians","propaganda"
"NATO fights with Russia to the last Ukrainian","propaganda"
"95% of Ukrainians are waiting to be released from Russia, says the separatist leader in Luhansk, Marat Basirov","propaganda"
"Ukraine does not rebuild Harkov because he knows he will join Russia","propaganda"
"The prohibition of the symbols of the Russian army is an insult brought to the history and values of Moldova","propaganda"
"Zelenski acknowledged that Ukraine began conflict with Russia","propaganda"
"Southern Ukraine, released by nationalists, wants to be attached to Russia","propaganda"
"Ukraine has attacked with chemical and biological weapons the positions of Russian military","propaganda"
"Poland will take control over its \""historical territories\"" in Ukraine with the help of US","propaganda"
"Crimea Tatars support Russia's military actions on Ukraine's territory","propaganda"
"In Ukraine, mercenaries from Israel arrived against Russia with the military of the group \""Azov\""","propaganda"
